Nom;Prenom;email;age;Domaine_professionnel;Compétences_acquises;Compétences_en_court;Niveau_de_maîtrise;Compétences_cibles;Durée_apprentissage_par_compétence;Dernière_activité;Score
Lopez;Pamela;caitlyn16@yahoo.com;24;Marketing;"Gestion de projet, SQL, DevOps";"DevOps, Cloud";Avancé;"Docker, Blockchain";"6 mois, 1 mois, 3 mois";02/01/2025;5
Castro;Jordan;jrogers@lawrence-patton.org;29;Marketing;"Gestion de projet, Java, SQL";"Python, SQL";Débutant;"Blockchain, Kubernetes";"4 mois, 4 mois, 3 mois";14/02/2025;1
Harper;Kara;ycook@yahoo.com;35;Médecine;"DevOps, Gestion de projet, Python";"Machine Learning, DevOps";Débutant;"Docker, Kubernetes";"1 mois, 2 mois, 1 mois";25/01/2025;10
Hughes;Eric;ojackson@hotmail.com;25;Marketing;"Gestion de projet, Python, Machine Learning";"Java, SQL";Intermédiaire;"Blockchain, Cloud Computing";"5 mois, 4 mois, 6 mois";29/01/2025;5
Foster;Allison;laurenmendez@yahoo.com;39;Marketing;"Java, Cloud, Python";"DevOps, Cloud";Débutant;"Kubernetes, Docker";"6 mois, 2 mois, 3 mois";02/02/2025;8
Howell;Steven;michealwashington@gmail.com;32;Informatique;"Java, Gestion de projet, Cloud";"Gestion de projet, Machine Learning";Intermédiaire;"Cloud Computing, Deep Learning";"4 mois, 5 mois, 1 mois";11/02/2025;3
Lopez;Keith;xthompson@wood.net;32;Finance;"Cloud, Gestion de projet, Python";"Gestion de projet, Python";Intermédiaire;"Docker, Cloud Computing";"4 mois, 2 mois, 1 mois";11/02/2025;6
Powell;Hannah;robert26@robinson-williamson.com;57;Ingénierie;"Cloud, Machine Learning, DevOps";"Java, Machine Learning";Intermédiaire;"Docker, Deep Learning";"3 mois, 6 mois, 3 mois";08/02/2025;2
Collins;Amy;cheyenne97@yahoo.com;43;Finance;"Python, DevOps, Cloud";"Machine Learning, Cloud";Débutant;"Docker, Blockchain";"6 mois, 4 mois, 3 mois";02/03/2025;9
Hernandez;Brian;hannah71@davis.com;22;Ingénierie;"Gestion de projet, Machine Learning, DevOps";"Gestion de projet, Java";Intermédiaire;"Kubernetes, Cloud Computing";"3 mois, 4 mois, 4 mois";24/01/2025;3
Bailey;Kevin;hinesjerome@yahoo.com;24;Ingénierie;"Machine Learning, DevOps, Cloud";"SQL, Machine Learning";Débutant;"Docker, Cloud Computing";"1 mois, 5 mois, 1 mois";09/01/2025;3
Pena;Nicole;kpennington@yahoo.com;22;Informatique;"Python, Gestion de projet, SQL";"Java, DevOps";Intermédiaire;"Docker, Kubernetes";"1 mois, 2 mois, 1 mois";25/02/2025;6
Dennis;Steve;atran@gmail.com;60;Médecine;"SQL, Machine Learning, Python";"Java, SQL";Avancé;"Deep Learning, Blockchain";"5 mois, 6 mois, 6 mois";29/01/2025;8
Edwards;Stephanie;rodneygonzalez@sanchez-watson.org;56;Informatique;"DevOps, Machine Learning, Java";"Gestion de projet, Java";Intermédiaire;"Cloud Computing, Blockchain";"1 mois, 2 mois, 6 mois";14/02/2025;9
Page;Maria;williamsvanessa@yahoo.com;30;Informatique;"Machine Learning, Python, SQL";"Python, Gestion de projet";Débutant;"Deep Learning, Docker";"6 mois, 6 mois, 4 mois";28/01/2025;4
Pierce;Joseph;timothysmith@smith.biz;46;Marketing;"Java, SQL, Python";"Java, DevOps";Intermédiaire;"Blockchain, Docker";"5 mois, 6 mois, 1 mois";19/02/2025;4
Johnson;Jonathan;gina10@cole-reese.biz;42;Marketing;"Java, DevOps, Machine Learning";"SQL, Java";Débutant;"Docker, Cloud Computing";"1 mois, 4 mois, 3 mois";11/02/2025;1
Roberson;Dustin;shannon15@hotmail.com;23;Médecine;"DevOps, Cloud, Java";"Machine Learning, Python";Débutant;"Kubernetes, Docker";"5 mois, 2 mois, 2 mois";21/02/2025;10
Jones;Clifford;juan00@diaz.com;24;Marketing;"Machine Learning, Java, Cloud";"Gestion de projet, SQL";Débutant;"Blockchain, Deep Learning";"2 mois, 5 mois, 2 mois";10/01/2025;8
Stone;John;joshualewis@sanders-ramirez.org;35;Finance;"Gestion de projet, Machine Learning, Java";"Gestion de projet, SQL";Débutant;"Kubernetes, Docker";"4 mois, 4 mois, 2 mois";15/02/2025;1
Day;Tyler;aaronguerrero@hotmail.com;21;Ingénierie;"DevOps, SQL, Machine Learning";"Cloud, Python";Avancé;"Kubernetes, Docker";"1 mois, 6 mois, 3 mois";03/02/2025;4
Reynolds;Shawn;oherman@gmail.com;24;Médecine;"Python, Java, SQL";"Machine Learning, Cloud";Débutant;"Cloud Computing, Kubernetes";"2 mois, 3 mois, 4 mois";07/01/2025;3
Atkinson;Sandra;donking@wilson.net;57;Marketing;"Cloud, DevOps, Python";"Cloud, Java";Avancé;"Blockchain, Kubernetes";"2 mois, 6 mois, 4 mois";24/01/2025;10
Rose;Cassandra;hbailey@freeman.info;46;Marketing;"Gestion de projet, Java, SQL";"Gestion de projet, Java";Avancé;"Kubernetes, Blockchain";"2 mois, 4 mois, 2 mois";24/02/2025;6
Allen;Jacob;gregorydawn@gmail.com;54;Ingénierie;"Python, Gestion de projet, SQL";"Java, DevOps";Avancé;"Cloud Computing, Blockchain";"1 mois, 4 mois, 3 mois";02/01/2025;9
Floyd;Virginia;sherman@hotmail.com;23;Finance;"Gestion de projet, Machine Learning, DevOps";"DevOps, Gestion de projet";Débutant;"Cloud Computing, Blockchain";"1 mois, 3 mois, 3 mois";27/01/2025;2
Brown;Loretta;lanenatasha@hays.net;22;Finance;"DevOps, Java, Gestion de projet";"Java, Gestion de projet";Avancé;"Kubernetes, Cloud Computing";"4 mois, 1 mois, 6 mois";01/01/2025;10
Graham;Samuel;rogerssteven@gmail.com;27;Finance;"Gestion de projet, Java, DevOps";"Java, DevOps";Débutant;"Deep Learning, Docker";"2 mois, 6 mois, 2 mois";02/02/2025;5
Walker;Edwin;stacywilliams@hotmail.com;56;Finance;"Machine Learning, Java, Gestion de projet";"Java, Cloud";Intermédiaire;"Cloud Computing, Kubernetes";"1 mois, 2 mois, 1 mois";19/02/2025;3
Atkins;Richard;ashleychavez@turner-padilla.info;27;Finance;"Python, DevOps, Cloud";"DevOps, Machine Learning";Avancé;"Kubernetes, Cloud Computing";"3 mois, 5 mois, 3 mois";07/01/2025;1
Mathis;Ashley;stevensjennifer@hotmail.com;50;Ingénierie;"Cloud, Java, Machine Learning";"Cloud, Python";Intermédiaire;"Docker, Cloud Computing";"2 mois, 4 mois, 4 mois";17/01/2025;10
Wilkins;Elizabeth;ecarr@murray.biz;38;Informatique;"Cloud, DevOps, Gestion de projet";"Python, DevOps";Intermédiaire;"Kubernetes, Docker";"6 mois, 6 mois, 1 mois";28/01/2025;5
Powell;Samuel;amandaparks@yahoo.com;29;Finance;"Java, Machine Learning, DevOps";"Java, SQL";Débutant;"Deep Learning, Cloud Computing";"5 mois, 3 mois, 5 mois";19/01/2025;10
Ramsey;Nicholas;wpowell@yahoo.com;23;Marketing;"Machine Learning, Gestion de projet, SQL";"Machine Learning, DevOps";Débutant;"Kubernetes, Blockchain";"1 mois, 6 mois, 2 mois";05/02/2025;2
Castro;Anne;igillespie@miller.com;36;Ingénierie;"Cloud, DevOps, Java";"Machine Learning, Python";Avancé;"Blockchain, Docker";"3 mois, 4 mois, 1 mois";12/01/2025;1
Flores;Kevin;andersonangela@newman.net;27;Marketing;"Cloud, Machine Learning, Java";"Machine Learning, DevOps";Avancé;"Cloud Computing, Docker";"6 mois, 4 mois, 4 mois";12/02/2025;10
Combs;Jacqueline;christopher84@gmail.com;26;Finance;"Python, Java, Machine Learning";"Python, Machine Learning";Débutant;"Deep Learning, Kubernetes";"6 mois, 1 mois, 5 mois";19/01/2025;7
Baker;Dale;ohayes@watkins.info;36;Médecine;"Gestion de projet, Cloud, SQL";"Cloud, DevOps";Avancé;"Deep Learning, Kubernetes";"4 mois, 3 mois, 2 mois";17/02/2025;4
Jackson;Melissa;troydaugherty@garcia-kelley.info;59;Ingénierie;"Java, Python, DevOps";"DevOps, Cloud";Débutant;"Kubernetes, Deep Learning";"3 mois, 1 mois, 1 mois";11/01/2025;1
Nguyen;Jamie;wilsonjessica@gmail.com;22;Finance;"Machine Learning, Java, Python";"Gestion de projet, DevOps";Avancé;"Deep Learning, Kubernetes";"5 mois, 2 mois, 1 mois";15/01/2025;1
Mcclure;Julie;jacqueline75@gmail.com;23;Médecine;"SQL, Machine Learning, DevOps";"SQL, DevOps";Intermédiaire;"Blockchain, Deep Learning";"3 mois, 1 mois, 4 mois";01/02/2025;10
Wilson;Jeremy;evangray@gmail.com;41;Médecine;"DevOps, Cloud, Gestion de projet";"Gestion de projet, Cloud";Intermédiaire;"Deep Learning, Blockchain";"2 mois, 1 mois, 3 mois";25/01/2025;5
Ball;Leon;walkerjessica@hoover.biz;20;Informatique;"Machine Learning, Cloud, SQL";"SQL, Machine Learning";Débutant;"Deep Learning, Kubernetes";"4 mois, 1 mois, 3 mois";12/01/2025;7
Vargas;Lindsay;nerickson@hotmail.com;20;Médecine;"Cloud, Machine Learning, Python";"Java, Cloud";Avancé;"Docker, Blockchain";"3 mois, 2 mois, 5 mois";09/01/2025;10
Irwin;Tanya;iwarren@cox.com;27;Finance;"Python, DevOps, Gestion de projet";"Machine Learning, Python";Avancé;"Kubernetes, Docker";"2 mois, 6 mois, 5 mois";11/01/2025;2
Higgins;Allison;poneill@mueller-washington.com;31;Finance;"Cloud, Java, DevOps";"Machine Learning, Python";Débutant;"Kubernetes, Docker";"1 mois, 2 mois, 2 mois";07/01/2025;4
Robertson;Sharon;heather84@yahoo.com;60;Informatique;"Cloud, Python, Gestion de projet";"Machine Learning, SQL";Débutant;"Kubernetes, Deep Learning";"3 mois, 6 mois, 1 mois";06/02/2025;4
Aguirre;Kristy;coxkatherine@morales.com;46;Informatique;"Gestion de projet, SQL, Cloud";"Gestion de projet, DevOps";Débutant;"Docker, Cloud Computing";"1 mois, 4 mois, 2 mois";05/01/2025;1
Frazier;Stephanie;mariah60@phillips-perez.com;39;Médecine;"DevOps, Gestion de projet, Cloud";"DevOps, Python";Intermédiaire;"Deep Learning, Cloud Computing";"4 mois, 1 mois, 4 mois";02/01/2025;4
Myers;Steve;jgates@yahoo.com;47;Médecine;"DevOps, SQL, Cloud";"SQL, Gestion de projet";Débutant;"Cloud Computing, Docker";"6 mois, 6 mois, 5 mois";15/02/2025;8
Perry;Sharon;debrasilva@alexander.biz;58;Finance;"DevOps, Cloud, Machine Learning";"DevOps, Java";Avancé;"Docker, Kubernetes";"6 mois, 4 mois, 1 mois";06/02/2025;6
Barber;Leah;taracabrera@gonzalez-crosby.com;47;Marketing;"Java, Gestion de projet, Python";"SQL, Python";Intermédiaire;"Deep Learning, Cloud Computing";"1 mois, 3 mois, 6 mois";01/01/2025;10
Avery;Traci;nathanthomas@hotmail.com;50;Informatique;"Machine Learning, Gestion de projet, Python";"Gestion de projet, Python";Débutant;"Deep Learning, Cloud Computing";"3 mois, 5 mois, 6 mois";28/01/2025;9
Shepherd;Michael;emily64@hotmail.com;49;Finance;"Java, Gestion de projet, SQL";"SQL, Machine Learning";Avancé;"Docker, Deep Learning";"3 mois, 6 mois, 4 mois";20/01/2025;2
Tucker;Lisa;sullivantheresa@mitchell.biz;28;Informatique;"Cloud, Java, Machine Learning";"DevOps, Gestion de projet";Intermédiaire;"Cloud Computing, Deep Learning";"2 mois, 5 mois, 6 mois";02/03/2025;3
Watson;Anthony;kristy79@mclean.com;52;Informatique;"Java, Machine Learning, Cloud";"Gestion de projet, Cloud";Avancé;"Docker, Blockchain";"6 mois, 2 mois, 2 mois";27/01/2025;8
Flores;Todd;sarawarren@hull.biz;32;Médecine;"Python, DevOps, Gestion de projet";"Cloud, SQL";Avancé;"Deep Learning, Cloud Computing";"1 mois, 3 mois, 3 mois";14/02/2025;8
Lee;Connie;hansonlori@cooper-lewis.com;37;Ingénierie;"Gestion de projet, Cloud, DevOps";"DevOps, SQL";Intermédiaire;"Kubernetes, Cloud Computing";"1 mois, 4 mois, 2 mois";24/02/2025;1
Smith;Stacey;aandersen@carter.com;34;Médecine;"Gestion de projet, SQL, Machine Learning";"Gestion de projet, Machine Learning";Avancé;"Docker, Deep Learning";"5 mois, 5 mois, 3 mois";01/02/2025;2
Wilson;Haley;mortonaaron@henderson.biz;41;Médecine;"SQL, Java, Cloud";"Gestion de projet, Machine Learning";Avancé;"Kubernetes, Deep Learning";"2 mois, 6 mois, 1 mois";01/03/2025;1
Marks;William;george59@elliott-brown.com;46;Finance;"Java, SQL, Machine Learning";"DevOps, SQL";Intermédiaire;"Deep Learning, Blockchain";"3 mois, 5 mois, 2 mois";23/01/2025;5
Gonzalez;Andrew;gmay@kim-byrd.info;56;Ingénierie;"Python, DevOps, Cloud";"Cloud, Java";Débutant;"Docker, Cloud Computing";"4 mois, 1 mois, 2 mois";22/01/2025;2
Hill;David;rachel60@gmail.com;58;Finance;"Python, SQL, Machine Learning";"DevOps, Cloud";Intermédiaire;"Kubernetes, Docker";"4 mois, 5 mois, 6 mois";10/01/2025;8
Miller;Paula;amber51@yahoo.com;51;Ingénierie;"Gestion de projet, DevOps, Java";"Python, DevOps";Avancé;"Blockchain, Docker";"5 mois, 5 mois, 4 mois";16/02/2025;2
Hester;Daniel;wilsonkara@compton.biz;42;Informatique;"Cloud, Java, Gestion de projet";"Gestion de projet, Machine Learning";Avancé;"Blockchain, Cloud Computing";"6 mois, 2 mois, 5 mois";13/02/2025;2
Watts;Larry;pluna@johnson.com;41;Médecine;"Machine Learning, SQL, Python";"Machine Learning, Java";Intermédiaire;"Deep Learning, Cloud Computing";"6 mois, 3 mois, 3 mois";24/02/2025;2
York;William;stephanie11@reid.org;30;Informatique;"Java, Python, SQL";"Cloud, Java";Intermédiaire;"Blockchain, Deep Learning";"4 mois, 5 mois, 3 mois";11/02/2025;7
Hoover;Lance;gmurphy@dickerson-snyder.biz;52;Médecine;"Machine Learning, Java, Cloud";"Cloud, SQL";Avancé;"Cloud Computing, Blockchain";"5 mois, 2 mois, 6 mois";07/02/2025;6
Conrad;Dean;nknight@hotmail.com;34;Informatique;"Cloud, SQL, Java";"Cloud, Gestion de projet";Débutant;"Kubernetes, Cloud Computing";"1 mois, 4 mois, 3 mois";11/01/2025;1
Vaughan;Bonnie;cynthiamack@brown.com;25;Finance;"DevOps, Python, Gestion de projet";"SQL, Cloud";Intermédiaire;"Docker, Cloud Computing";"2 mois, 4 mois, 5 mois";01/03/2025;9
Harris;Jordan;walkertricia@stevenson.com;48;Marketing;"Java, Machine Learning, DevOps";"Python, Gestion de projet";Avancé;"Blockchain, Kubernetes";"4 mois, 5 mois, 1 mois";01/01/2025;9
Simmons;Thomas;fochoa@gmail.com;53;Ingénierie;"DevOps, Cloud, Java";"Machine Learning, DevOps";Débutant;"Docker, Kubernetes";"4 mois, 4 mois, 2 mois";24/02/2025;6
Bradley;Kevin;bleblanc@gibbs.com;58;Marketing;"Java, DevOps, Python";"Java, DevOps";Avancé;"Docker, Cloud Computing";"5 mois, 3 mois, 4 mois";07/02/2025;10
Shields;Amy;jane78@roach-meadows.com;40;Finance;"SQL, Gestion de projet, Java";"Cloud, Gestion de projet";Avancé;"Kubernetes, Blockchain";"2 mois, 6 mois, 5 mois";02/01/2025;7
Andrews;Monique;melissahunt@wilson-martinez.biz;47;Informatique;"Cloud, Gestion de projet, Machine Learning";"SQL, Cloud";Avancé;"Kubernetes, Docker";"2 mois, 5 mois, 2 mois";11/02/2025;7
Meadows;Michelle;ashley66@hotmail.com;50;Informatique;"Python, Cloud, Gestion de projet";"Java, DevOps";Avancé;"Kubernetes, Deep Learning";"1 mois, 1 mois, 3 mois";31/01/2025;3
Miranda;Anthony;hvincent@valdez.com;60;Informatique;"Gestion de projet, Java, Machine Learning";"Machine Learning, Python";Débutant;"Cloud Computing, Docker";"6 mois, 5 mois, 2 mois";20/01/2025;1
Ray;Shane;ckramer@hotmail.com;50;Informatique;"Cloud, SQL, Gestion de projet";"Java, Cloud";Avancé;"Docker, Kubernetes";"4 mois, 3 mois, 5 mois";08/01/2025;1
Adkins;Jamie;andersonsteven@yahoo.com;48;Marketing;"SQL, Cloud, DevOps";"SQL, Python";Avancé;"Deep Learning, Docker";"5 mois, 2 mois, 6 mois";07/02/2025;7
Thomas;Jamie;diamondwalker@yahoo.com;45;Ingénierie;"SQL, Gestion de projet, Java";"Python, SQL";Débutant;"Kubernetes, Blockchain";"2 mois, 4 mois, 1 mois";26/01/2025;6
Mendoza;Joanna;eric41@hodges-curry.com;38;Ingénierie;"SQL, DevOps, Machine Learning";"Python, DevOps";Avancé;"Docker, Kubernetes";"2 mois, 3 mois, 6 mois";02/01/2025;8
Ward;Jessica;michaelmatthews@bell.com;22;Informatique;"Python, Machine Learning, Gestion de projet";"DevOps, Gestion de projet";Avancé;"Cloud Computing, Deep Learning";"5 mois, 3 mois, 5 mois";21/02/2025;2
Nichols;Cory;julia31@everett.com;28;Marketing;"Cloud, Java, Machine Learning";"Machine Learning, Java";Avancé;"Cloud Computing, Blockchain";"3 mois, 4 mois, 4 mois";10/01/2025;2
Newman;April;dustintorres@hotmail.com;37;Informatique;"Java, DevOps, SQL";"Gestion de projet, DevOps";Avancé;"Deep Learning, Blockchain";"2 mois, 4 mois, 1 mois";27/02/2025;2
Brown;Charles;brittney89@gmail.com;34;Finance;"Java, Python, SQL";"DevOps, Cloud";Débutant;"Cloud Computing, Blockchain";"2 mois, 5 mois, 2 mois";05/02/2025;7
Hayes;Darlene;michaelperry@pope.com;51;Ingénierie;"Cloud, SQL, Gestion de projet";"Java, Python";Avancé;"Kubernetes, Deep Learning";"4 mois, 4 mois, 6 mois";16/01/2025;1
Hernandez;Roger;amanda80@cochran-mcbride.info;55;Médecine;"Java, Gestion de projet, Python";"Java, Machine Learning";Avancé;"Docker, Blockchain";"3 mois, 1 mois, 5 mois";17/02/2025;9
Swanson;Gary;charles99@gmail.com;44;Informatique;"Cloud, SQL, Python";"Cloud, SQL";Avancé;"Docker, Kubernetes";"2 mois, 6 mois, 3 mois";23/02/2025;2
Smith;Alicia;alexanderrodriguez@dean.com;44;Ingénierie;"Java, Python, Cloud";"Java, SQL";Intermédiaire;"Blockchain, Cloud Computing";"6 mois, 6 mois, 2 mois";16/02/2025;4
Logan;Morgan;nancyfox@mills.com;35;Marketing;"SQL, Gestion de projet, Machine Learning";"SQL, Python";Avancé;"Deep Learning, Cloud Computing";"2 mois, 4 mois, 5 mois";24/02/2025;7
Anderson;Leroy;jordanrobert@cooper-jenkins.org;42;Marketing;"Cloud, SQL, Machine Learning";"Gestion de projet, Cloud";Avancé;"Docker, Deep Learning";"4 mois, 4 mois, 6 mois";19/01/2025;2
Kelly;Joan;mary05@gmail.com;50;Finance;"Java, Cloud, Python";"DevOps, Cloud";Débutant;"Cloud Computing, Deep Learning";"4 mois, 2 mois, 3 mois";14/01/2025;7
Brown;Luis;smithjames@yahoo.com;50;Médecine;"Java, Cloud, Python";"Cloud, Python";Intermédiaire;"Blockchain, Kubernetes";"3 mois, 3 mois, 4 mois";16/01/2025;2
Smith;Kenneth;monica44@conner.com;57;Marketing;"Gestion de projet, Python, DevOps";"DevOps, Python";Avancé;"Docker, Deep Learning";"2 mois, 1 mois, 6 mois";02/03/2025;1
Adkins;Stephanie;reedcassie@garner.info;56;Ingénierie;"DevOps, Python, Gestion de projet";"Machine Learning, SQL";Débutant;"Deep Learning, Docker";"6 mois, 3 mois, 2 mois";01/03/2025;9
Copeland;Tammy;qgreen@sanford-murphy.info;46;Informatique;"Cloud, Gestion de projet, Java";"Cloud, SQL";Intermédiaire;"Cloud Computing, Docker";"4 mois, 4 mois, 2 mois";21/02/2025;2
Wagner;Brandon;richard52@vargas-jones.com;23;Médecine;"Gestion de projet, Java, DevOps";"Java, Python";Intermédiaire;"Docker, Blockchain";"2 mois, 4 mois, 4 mois";18/02/2025;1
Meyer;Ryan;ldavis@austin-castillo.info;50;Marketing;"Cloud, Python, Java";"Python, Gestion de projet";Débutant;"Blockchain, Docker";"1 mois, 5 mois, 6 mois";16/01/2025;6
Thornton;Matthew;gcruz@gmail.com;36;Marketing;"Cloud, Machine Learning, Gestion de projet";"Gestion de projet, Cloud";Intermédiaire;"Blockchain, Cloud Computing";"6 mois, 3 mois, 2 mois";12/02/2025;1
Hughes;Lisa;alanhunter@gmail.com;31;Finance;"Python, Cloud, SQL";"Python, SQL";Débutant;"Cloud Computing, Docker";"4 mois, 1 mois, 4 mois";23/01/2025;5
Cooper;Michael;brownscott@holt.net;49;Médecine;"SQL, Gestion de projet, DevOps";"Machine Learning, Cloud";Débutant;"Blockchain, Docker";"3 mois, 5 mois, 4 mois";31/01/2025;8
Pham;Christine;whitechristina@yahoo.com;23;Médecine;"Gestion de projet, Cloud, Machine Learning";"SQL, DevOps";Intermédiaire;"Kubernetes, Blockchain";"5 mois, 6 mois, 2 mois";16/01/2025;6
Stewart;Ebony;scottcaitlin@hotmail.com;25;Finance;"Machine Learning, DevOps, Gestion de projet";"SQL, Python";Avancé;"Cloud Computing, Kubernetes";"2 mois, 4 mois, 4 mois";05/02/2025;10
Park;Connie;pamelaharris@hotmail.com;32;Finance;"Cloud, Machine Learning, SQL";"Gestion de projet, SQL";Débutant;"Cloud Computing, Blockchain";"4 mois, 5 mois, 3 mois";18/01/2025;2
Stanton;Ashley;khuber@edwards.info;48;Ingénierie;"SQL, Python, Machine Learning";"Gestion de projet, SQL";Débutant;"Blockchain, Deep Learning";"4 mois, 2 mois, 5 mois";03/01/2025;7
Cooper;Andrew;evan74@gmail.com;60;Finance;"Python, Gestion de projet, SQL";"Gestion de projet, Python";Intermédiaire;"Docker, Kubernetes";"5 mois, 4 mois, 6 mois";27/02/2025;9
Reed;Donald;hernandezregina@george.com;53;Ingénierie;"DevOps, Gestion de projet, Java";"SQL, Cloud";Avancé;"Cloud Computing, Kubernetes";"3 mois, 1 mois, 1 mois";17/02/2025;8
Hunt;Natalie;colelawrence@hotmail.com;25;Ingénierie;"Python, SQL, Java";"Cloud, DevOps";Avancé;"Docker, Deep Learning";"1 mois, 2 mois, 1 mois";15/02/2025;8
Lewis;James;riddletonya@gmail.com;28;Finance;"Cloud, Gestion de projet, SQL";"Machine Learning, SQL";Avancé;"Cloud Computing, Blockchain";"6 mois, 3 mois, 4 mois";19/01/2025;6
Wilson;Sara;kimberlymoss@yahoo.com;60;Marketing;"Gestion de projet, DevOps, Machine Learning";"Gestion de projet, Python";Avancé;"Blockchain, Docker";"3 mois, 2 mois, 5 mois";08/02/2025;1
Goodwin;Zachary;frederickvance@gmail.com;33;Informatique;"Machine Learning, Cloud, Gestion de projet";"DevOps, Machine Learning";Avancé;"Cloud Computing, Kubernetes";"6 mois, 2 mois, 6 mois";26/01/2025;6
Silva;Sarah;jamiebrown@gmail.com;40;Médecine;"Machine Learning, Gestion de projet, SQL";"DevOps, Gestion de projet";Intermédiaire;"Cloud Computing, Blockchain";"3 mois, 3 mois, 3 mois";11/02/2025;5
Henry;Jessica;phillip43@yahoo.com;21;Informatique;"Machine Learning, Python, Cloud";"Java, Python";Intermédiaire;"Blockchain, Kubernetes";"1 mois, 4 mois, 3 mois";06/01/2025;1
Nelson;Courtney;leahhodge@garrett-patrick.com;46;Informatique;"Python, SQL, Cloud";"Python, Gestion de projet";Avancé;"Blockchain, Deep Learning";"6 mois, 3 mois, 2 mois";05/01/2025;7
Carpenter;Jonathan;melissarhodes@hotmail.com;59;Médecine;"DevOps, Gestion de projet, Cloud";"Gestion de projet, Java";Avancé;"Docker, Cloud Computing";"5 mois, 1 mois, 3 mois";19/02/2025;2
White;Terri;lholt@jones.biz;36;Finance;"Java, Machine Learning, SQL";"DevOps, Cloud";Débutant;"Deep Learning, Blockchain";"6 mois, 4 mois, 5 mois";15/02/2025;3
Mendez;Robert;castroanthony@hotmail.com;35;Finance;"Cloud, Java, Gestion de projet";"SQL, Cloud";Intermédiaire;"Deep Learning, Docker";"3 mois, 5 mois, 5 mois";26/02/2025;9
